,ISBN,Book_Title,Description
249122,1557738033,The Reluctant Ghost,"Determined to save the Abbey, which her uncle has sold to Charles Graham, Jane Steadford tells the earl that the place is haunted, hoping that the thought of apparitions will drive him away. Reprint."
249123,0393312267,Exploring Chaos,"Chaos theory is giving scientists fresh insights into all sorts of unruly phenomena-from dripping faucets to swinging pendulums, from the vagaries of the weather to the movements of the planets, from heart rhythms to gold futures. In this collection of front-line reports, edited for the general reader, internationally recognized experts such as Ian Stewart, Robert M. May, and Benoit Mandelbrot draw on the latest research to trace the roots of chaos in modern science and mathematics."
249124,2266107240,Un couple de notre temps,"Denis se situerait-il entre l'âne et l'andouille sur l'échelle de l'évolution ? Le démon de la bêtise aurait-il eu la main un peu trop leste en se penchant sur son berceau lorsqu'il était encore tout bébé ? Si l'histoire ne dit pas par quel incroyable phénomène Denis a contracté son extraordinaire stupidité, il n'en reste pas moins que sa funeste disposition à rater tout ce qu'il entreprend a quelque chose de prodigieux. Souvent dépassé par les événements, mais jamais à cours d'arguments, Denis, comme tous les imbéciles, ose tout et ne se repose jamais. Et entre une nuit de noces qui se termine sur la route d'une décharge municipale et un voyage à Venise qui se solde par un pitoyable détournement d'avion, on se dit que, décidément, notre héros est bien la preuve vivante que le ridicule ne tue pas..."
249126,0446525979,Ain't it Cool?,"Presents a behind-the-scenes glimpse into the realm of Hollywood, exposing guarded secrets about scripts, casting, production, test screenings, and the release of films."
249127,082395059X,Comets and Asteroids,"Briefly discusses the composition and position of comets, asteroids, and meteors."
249128,1401300588,The Tree Bride,"Struggling to reconcile with her estranged husband, Tara Chatterjee relates the story of an East Bengali ancestor who married a tree at the age of five and who grew up to be a nationalist freedom fighter against the British Raj."
249132,060059114X,Catwalking,An illustrated account of fashion modelling through the ages - Changing role of the fashion model - Super-models - Twiggy - Jean Shrimpton - Lauren Hutton - Cindy Crawford - Claudia Schiffer - Kate Moss.
249134,0781802008,The Polish Way,"Mr. Zamoyski believes there is a need for a new synthesis of Poland's past because of the heavily nationalist and political coloring of existing works. He strives to place Polish history more squarely in its European context, and he pays special attention to developments that had repercussions beyond the boundaries of the country."
249135,0831748680,Impressionism,"In this remarkable new large-format book, art historians Belinda Thomson and Michael Howard have selected 120 of the world's finest and best known Impressionist paintings. Each painting is superbly reproduced in full color and accompanied by a lively and authoritative text which provides insights into the rich complexity of the work."
249136,0844235296,Creating and Delivering Winning Advertising and Marketing Presentations,"Make all your presentations come alive with the all-new edition of this one-of-a-kind guide to planning and executing marketing and advertising presentations. Create dynamic presentations that sell you, sell your programs, and win over your client. This easy-to-follow, step-by-step guide helps you checkpoint all the critical stages in your presentations to reach the all-important goal: getting and keeping clients. Loaded with practical tips and advice from today's marketing communications experts, Creating & Delivering Winning Advertising & Marketing Presentations is the book you'll rely on to identify presentation strategies that are on target with your client every time; develop dynamic messages that create enthusiasm in your audience; select, plan, and design audio and visual aids that ""speak"" volumes for your ideas; make presentations that will sell your ideas every time; and provide the follow-up that will close every deal. From using research effectively, to budgeting wisely, to reading an audience and thinking on your feet, Creating & Delivering Winning Advertising & Marketing Presentations gives you the practical expertise you'll need for every audience and every situation - every time."
249137,0553298372,Dawn on a Jade Sea,"Twelve years after he rescued Rhea from a savage storm, Zhao, the Red Tiger, is reunited with the dark beauty who possesses the skills of ancient martial artists. Original."
249138,0679882596,Princess in Peril,"Xena battles cutthroats, mercenaries, and an evil arms dealer to free a kidnapped princess and prevent a war."
249141,0679882960,Queen of the Amazons,Xena helps her friend Gabrielle thwart the plans of a scheming warlord to start a war between the Amazons and the Centaurs in order to gain control of Arborea.
249142,0883659263,Fairy and Folk Tales of Ireland,"An enchanting and mystical collection of Irish lore and song includes the mercurial trooping fairies, leprechauns, the dreaded Pooka, the Banshee, and other myths and details the rich imagination and heritage of Ireland. Reissue."
249143,0595656404,"Last Things, First Things","Val and Erin each visit an outpatient clinic, and each ends up with mistaken beliefs. Val believes his life is ending. Erin believes hers is not. Both may be wrong. When they meet and fall in love, the misinformation puts an insurmountable barrier between them. The clock is ticking, and only luck will decide whether they find out the truth in time."
249144,0890878609,The Artful Spirit,Chicago decorative artist Nancy Swan Drew shows us how to create art out of the everyday objects around us.
249153,055356806X,The Windflower,"Determined to aid the cause of American freedom, lovely Merry Wilding embarks on a dangerous mission to England, only to fall into the hands of Devon Crandall, a pirate and mysterious British spy"
249156,0679890815,Mission Down Under,"During a chaotic music class in school, Hannah finds herself mysteriously transported to Australia, sent there by the angels that watch over her to help her new friend, Ian, track down poachers that are preying on endangered animals."
249157,0156004976,The Object Stares Back,A study on how our eyes function with our brains examines the irrational elements of physical sight and concludes that human seeing transforms both the viewer and the object being viewed.
249162,0595215092,The Jericho Flower,"Returning for his fourth misadventure, small-town newspaperman and social gadfly Elias Hackshaw finds himself immersed in a mystery involving a dead con man and a missing gypsy princess with the improbable name of Bimbo Wanka. Through no fault of his own—well, almost none—Hack becomes a suspect in the case when the cops mistakenly conclude that he was an acquaintance of the murdered con artist. Meanwhile, Bimbo's parents turn up on Hack's doorstep demanding he turn over their missing daughter, or face a gypsy curse. To add to the mayhem, a local industrialist is badgering Hackshaw to oversee a major renovation to his monstrosity of a house, and Hack's sister Ruth is hectoring him to forget everything else and see to his duties as editor of The Triton Advertiser. Trapped by circumstance, Hack begins poking into things and soon discovers a circus assortment of off-beat characters: gypsies in cowboy hats, a con man with a conscience, a sheriff's investigator without a heart—or a brain—ham-fisted townies, and much, much more. Only a strong survival instinct, and his usual portion of dumb luck, can save Hackshaw this time around. “Wilcox spins an entertaining yarn of murder and mayhem…With a credible plot and eccentric characters that adroitly avoid being mere caricatures, Wilcox offers a semi-cozy mystery—uncloying, clever and far from brutal.”—Publishers Weekly “Wilcox is an absolutely first-rate writer…The Jericho Flower is a well-crafted, imaginative tale that this reader wished could go on for much longer. It's a great read…”—Midwest Book Review “The Jericho Flower is a surprising, deep, amusing, and character driven mystery that will keep you on your toes…It's a mystery that keeps you hanging until the very end, an unlikely hero who will keep you laughing, and a full range of characters that opens you up to small town life…a most involved and amusing mystery from this very talented author.”—All About Murder"
249164,0199194971,Ronald the Tough Sheep,"Entertaining reads for children of high reading ability, average maturity and interest level at KS1BluePoor old Blue doesn't want to be Merlin's apprentice. He's not very good at creating magic and keeps making mistakes. Will he ever gain any respect?"
249165,0747256845,Man's Storm,"In the autumn of 1703, a great gale ripped through London. Many were killed, among them Joan Fletcher, the shrewish wife of Alan Fletcher, an ironmonger. But the savage blow that split her head points to more suspicious circumstances. Surreptitiously, George Man, a young parish watchman, trails the ironmonger through the dangerous back streets while the storm rages on. And as Fletcher¹s secret life emerges, a web of intrigue is uncovered, stretching from the brothels of Westminster to a brickworks owned by Daniel Defoe—who Man realizes holds the key to the murder, if only he can be found."
249166,0449218945,The Devil's Delilah,"Jack Langdon met Delilah Desmond under unusual circumstances. She was holding a pistol on a publisher--threatening him not to publish her father's scandalous memoirs, which would ruin her social standing!"
249168,159182236X,Tokyo Mew Mew Volume 1,"Eleven-year-old Ichigo and four other girls' DNA is merged with the DNA of wild animals. They have become part of a secret project called the ""Mew Project"" whose mission is to protect the planet from aliens who are using the planet's animals to attack humans."
249171,2253030090,Aventures prodigieuses de Tartarin de Tarascon,"Héros de la petite ville de Tarascon, Tartarin ne rêve que d'aventure et de chasse au lion. Mais que l'Afrique est loin pou qui n'a jamais quitté sa maison ! L'intrépide chasseur s'embarque enfin : parviendra-t-il à débusquer un fauve du désert ? Personnage burlesque mais si attachant, Tartarin est le type même du Méridional hâbleur qui se dupe lui-même autant qu'il dupe les autres. Où se rejoignent cocasserie et vérité, mais "" une vérité d'Outre-Loire qui enfle, exagère, ne ment jamais, et tarasconne tout le temps "". Sans jamais se départir d'une réelle tendresse pour son personnage, Daudet a déployé dans Tartarin de Tarascon toutes les ressources de sa verve et de son ironie, créant ainsi l'un des plus grands types comiques de la littérature française."
249172,226403176X,L'homme au ventre de plomb,"Fin de l'année 1761 : la guerre de Sept Ans prend une tournure de plus en plus désastreuse, l'expulsion des jésuites est en discussion et la marquise de Pompadour vit ses derniers temps de faveur. Nous retrouvons Nicolas Le Floch à la première des Paladins de Rameau à l'Opéra, à laquelle assiste Madame Adélaïde, une des filles de Louis XV. Durant la représentation, le comte et la comtesse de Ruissec, qui accompagnaient la princesse, sont informés du suicide de leur fils, et Nicolas suit son maître Sartine jusqu'à l'hôtel des malheureux parents, où il va faire de bien curieuses constatations. Nicolas découvre bientôt que ces meurtres paraissent liés à un complot jésuite. Mais ne s'agit-il pas là de fausses apparences, d'une manipulation compliquée des divers partis qui s'affrontent secrètement à la Cour ? "" Les aventures de ce nouveau limier se distinguent par leurs qualités littéraires et la singularité du personnage et de son siècle. "" Télé Journal"
249175,073940251X,The House,"Five strangers discover that they share a terrifying bond, memories of a haunted childhood growing up in houses that are eerily identical to one another, and come together to confront the nightmare of the past and to escape the unspeakable secret of the house."
249177,0590684175,Short & Shivery,"A collection of thirty short and spooky tales from the folklore of Russia, Virginia, Ireland, Canada, and other areas of the world."
249178,0816708185,Oliver and the Runaway Alligator,"Despite his mother's protests, Oliver determines to care for a homeless baby alligator until he can find its owner."
249183,0553444034,Down and Dirty,"When her aunt is accused in a scandal involving a fake Mayan artifact, archaeology professor Catherine Moore enlists the aid of roguish adventurer Jack Gibralter to find out the truth. Original."
249184,0821726544,Fallen Angel,"The ""USA Today"" bestselling author returns with one of her classics--an irresistibly sensual tale of a fiery Scotswoman in love with the man she's sworn to destroy. Reissue."
249185,0862785170,Gift of the Gab,"With illustrations by Terry Willers For the unprepared visitor Irish conversation can be a minefield. 'How's the craic ?' is not an assumption that you are well versed in the properties of narcotics substances, merely an enquiry after your health and general well-being. A seemingly easy question like 'Your'e not from around here are ye?' requires a far more detailed reply than 'No, I'm not'. In order not to be thought rude you should supply details of where you live, why you are in Ireland, the tiny village, now deserted, from which your great-great grandfather emigrated in the year dot, and, to be really accepted, your salary figure, marital status and daily eating habits! To the uninitiated, advice like this might seem extreme, but, as Tadhg Hayes points out, the proper answer will save you from insistent and repeated questioning, which, in the case of the Irish, is motivated by genuine interest and not just downright nosiness. Having safely negotiated the opening gambits, plenty of other conversational pitfalls await the visitor. GIFT OF THE GAB covers them all and will see you through any topic, from THE WEATHER, SPORT, DRINK, DEATH, how to interpret travel directions and statements on a person's financial situation (see THE POOR MOUTH). For Improvers there are useful phrases to add colour to your conversation, including the essential 'feck', 'fecking' and its variations. All in all, the most essential thing, after your umbrella, you will need for an enjoyable holiday in Ireland."
249186,0330352938,Breakfast on Pluto,"Conceived in a moment of mad passion by a randy Irish priest and his temporary housekeeper -- and abandoned on a doorstep in a Rinso box as an infant -- her ladyship ""Pussy"" (né Patrick) Braden grew up fabulous and escaped tiny Tyreelin, Ireland, to start life anew in London. In blousy tops and satin miniskirts she plies her trade as a transvestite rent boy on Picadilly's Meat Rack, risking life and limb among the city's flotsam and jetsam. But it is the 1970s, and fear haunts the streets of London and Belfast -- and as radioactive history approaches critical mass, the coming explosion of violence and tragedy may well blow Pussy's fragile soul asunder."
249188,1842121022,Memoir of the Bobotes,"""Cary's portrait of an idealistic Englishman who gets his Romantic ideals shattered by the reality of war is based on his firsthand experience of serving in the Balkan campaign of 1912 to 1913. The text is buttressed with 25 illustrations by the author.""--Library Journal."
249189,0812522540,Scars and Other Distinguishing Marks,"A collection of horrific tales explore the world of vampires, blood, and other gruesome topics in such chilling tales as ""Red"" and ""Vampire"""
249191,1557042454,"Doubles, Dummies, and Dolls","Twenty-one tales of the inanimate coming to life, including stories by Rudyard Kipling, Joyce Carol Oates, and Edgar Allan Poe."
249192,0310209854,"Yes, You Can, Heather!","The story of Heather Whitestone, Miss America 1995."
249193,0394822560,Shell,"Photographs and text examine different types of shells, including seashells, eggshells, and fossil shells, focusing on such aspects as how shells camouflage themselves and how they may be collected."
249194,0743457587,The Miracle Worker,"A text of the television play, intended for reading, of Anne Sullivan Macy's attempts to teach her pupil, Helen Keller, to communicate."
249195,0786707240,The Mammoth Book of Oddballs and Eccentrics,"Howard Hughes, Liberace, Imelda Marcos, Sarah Bernhardt, Ed Wood, Jr., Ludwig von Beethoven -- they're all here, along with an astonishing assortment of other oddballs, kooks, dreamers, despots, prophets, performers, royals, politicians, inventors, philosophers, writers, artists, and more garden-variety eccentrics. Here, too, are the phobias, compulsions, odd beliefs, and weird habits that have placed them in the ranks of the bizarre, curious, and strange. You will discover, for instance, that Elvis Presley was convinced he could turn Graceland's sprinkler system on and off by the sheer power of concentration, that Salvador Dali ate vast quantities of Camembert cheese before bedtime to make his dreams more vivid, that Florence Nightingale carried a miniature pet owl in her pocket, while Kaiser Wilhelm II always carried with him photos of his deceased relatives in their funeral attire. You will learn, too, that the Victorian judge Lord Monboddo spent his entire life convinced that babies were born with tails (which midwives cut off), and that John Harvey Kellogg of cereal fame spent his wedding night writing an essay on the evils of sexual intercourse. Throughout the pages of this mammoth book you'll find impulses, whims, obsessions, and hangups as skewed as the schemes of Francisco Lopez, the Paraguay president who attempted to rout the Brazilian army with a battalion of small boys wearing false beards. You'll find cases galore that are screwier, too."
249197,1841951579,Selected Stories,"This year sees the launch of the Pocket Classics, a series of short works for pleasurable reading in a pocket-sized format. These books offer an intriguing and original mixture of new and varied reading experiences from a wide range of Scottish writing from different genres and all periods. Think of them as a reintroduction to the impact of the finest writing, whether non-fiction, poetry, short stories or novellas.These four stories, set at home and abroad, show Muriel Spark's characteristically witty and unbalancing powers. In 'The Executor' the niece of a famous author is pursued by an unfinished manuscript. 'Bang-bang You're Dead' mixes childhood games and white-settler affairs to paint a sinister and comic portrait of colonial life and murder by proxy in Africa. Also set in Africa, 'The Seraph and the Zambesi' tells of a Christmas pageant which has the strangest visitor, while 'Portobello Road' is a story haunted by childhood friendships and adult betrayals. Together they illustrate why Spark is regarded as one of the greatest living short story writers."
249198,0571194362,Ask Uncle Albert,"'Where is the centre of the universe?' 'Why is water wet?' 'What are atoms made of?' 'Will the sun ever blow up?' Fresh from Uncle Albert's postbag here are 100 science questions from children on subjects including Black Holes, atoms, clouds, colour and volcanoes."
249199,051712016X,Jo's Storm,"A watercolored instructional guide to nature, weather, and its effects follows the story of Little Jo, who creates a magical, wintry world with paper, scissors, and his imagination."
249200,0446601187,Dumb Men Joke Book,"A new collection for beer-drinker bashers and couch-potato clobberers includes the answers to such questions as ""What's a dumb man's martini?"" and ""How can you tell which computer the dumb man is using?"" Original."
249202,0749004002,Gypsy,"In Vichy France, the Ritz Hotel in Paris is rocked by an explosion. Diamonds destined for the Third Reich are missing. Is it the resistance or the work of safe-cracker, Gypsy? The unlikely duo of Jean-Louis St-Cyr of the Surete and Herman Kohler of the Gestapo investigate."
249203,1852425873,Mr Clive & Mr Page,"In 1886 an architect called Richardson built a house on the South side of Chicago. In 1985 the Daily Mirror reported the death of Rock Hudson. Halfway through the century that falls between these dates a man who claims his name is Mr Page sits down by his gas-fire on a snowbound Christmas Eve and sets himself the task of explaining a story that connects these apparently unconnected events. Neil Bartlett?s new novel spins a dark and erotic web of conjecture in the gaps of history. It takes its reader from the brittle glamour of the twenties into the violent repression of the fifties; from Mayfair dining rooms to the steam room of a gentlemen?s Turkish Bath; from the ordinary world of Mr Page into the strange and unsettling world of the black-haired, well-dressed and immensely wealthy Mr Clive."
249204,0595280404,Diary of a Mother,"Cartoon Cathy meets Erma Bombeck in this hilarious collection of short stories that will keep you laughing and crying from cover to cover. Christine Hohlbaum reels you into the world of child mayhem as she recounts tales of life with small children. From potty-training to the magic of Santa Claus, this book tells all about the ups and downs of parenting. A splendid addition to your leisure reading list!"
249205,0394572556,The Princess and the Dragon,"In turn-of-the-century Russia, Prince Grand Duke George Alexandrovich, fearing the end of the Romanov dynasty, embarks on a strange odyssey into the past and the future, seeking to conquer time and mortality to found a new kingdom"
249207,0778320855,Winterset,"EVER SINCE ANNA HLOCOMBE INEXPLICABLY REFUSED HIS PROPOSAL, REED MORELAND HAS BEEN UNABLE TO SET FOOT IN THE HOME THAT ONCE WAS THE BACKDROP TO THEIR ROMANCE ... WINTERSET."
249208,080502607X,Dee Brown's Folktales of the Native American,Collection of Native American folklore gathered from numerous tribes.
249209,0460874306,East Lynne,"Isabel Vane forlader sit ægteskab med sagføreren Archibald Carlyle, efter at have misfortolket hans møder med en kvindelig klient. Senere vender hun tilbage til hjemmet - manden har giftet sig igen - som barnepige for sine egne børn"
249210,0785250034,Where to Find It in the Bible,"Contains over 3,700 alphabetically arranged entries that show where to look in the Bible to find information about a variety of contemporary issues, concerns, and problems, including abortion, hell, networking, retirement, voting, and war."
249211,093194838X,They Tore Out My Heart and Stomped that Sucker Flat,A humorous look at the heart disease that eventually killed Grizzard.
249214,2266115413,Boro s'en va-t-en guerre,"Avec son profil d'aigle, sa canne et son Leica, il a parcouru l'Europe des années trente, combattu les conjurés de la Cagoule, fait la guerre d'Espagne, bourlingué aux Indes, et même percé les codes ultrasecrets de la Wehrmacht. Les nazis ne lui feront pas de cadeau. Quand vient le temps de l'Occupation, Blémia Borowicz, le splendide émigré de Budapest, reprend les armes. Malgré la rencontre avec une jeune fille aux yeux verts, l'heure n'est plus à la séduction. La France se déchire. Boro a choisi son camp en ces temps de délation, de xénophobie et de terreur. Il devient, lui le métèque, l'homme à abattre. Le cinquième et dernier épisode d'une série de luxe devenue légendaire."
249215,229031529X,Le Poulpe : L'antizyklon des atroces,"Pendant l'occupation allemande, l'industrie chimique française Ugine à Villiers-Saint-Sépulcre a fabriqué du Zyklon B pour le compte des nazis, à destination des chambres à gaz... Jules Mangille, manutentionnaire dans l'usine à cette époque, est formel : juste avant l'évacuation des dernières productions de Zyklon B, toute une cargaison a été détournée et n'a jamais pris le chemin de l'Allemagne. Alphonse Brichet, ancien Doriotiste et amateur de pigeons est mort depuis longtemps, mais son fils Philippe se livre quant à lui à des trafics assez obscurs : entre élevage de chiens, pigeons et cuves à incinération. Le Poulpe, toujours aussi déterminé, est décidé à voir clair dans ces affaires..."
249216,0486221075,Sing-song,"A collection of poems and rhymes about childhood activities, flowers, animals, and seasons."
249218,0380019345,Linnets and Valerians,"When the four orphaned Linnet children are sent to live with their nasty grandmother, they decide at once their new life is unbearable and they run away. Making their way through the English countryside, the encounter a host of unforgettable characters and begin their search for the missing Valerians. Will they be thwarted by the witch Emma Cobley and her magic cat? Copyright © Libri GmbH. All rights reserved."
249220,0679746536,The Cryptogram,"In this gripping short play, David Mamet combines mercurial intelligence with genuinely Hitchcockian menace. The Cryptogram is a journey back into childhood and the moment of its vanishing—the moment when the sheltering world is suddenly revealed as a place full of dangers. On a night in 1959 a boy is waiting to go on a camping trip with his father. His mother wants him to go to sleep. A family friend is trying to entertain them—or perhaps distract them. Because in the dark corners of this domestic scene, there are rustlings that none of the players want to hear. And out of things as innocuous as a shattered teapot and a ripped blanket, Mamet re-creates a child terrifying discovery that the grownups are speaking in code, and that that code may never be breakable."
249221,0723243263,A Little Book of Bible Stories,"This collection of favorite Bible stories is adapted from the original volume which was written by Dorothy Barker and illustrated by her sister, Cicely Mary Baker, known for her Flower Fairies books. Designed to recapture the charm of the earlier edition, this is a special book for the whole family. Full color."
249222,2878581342,Les quatre fleuves,"Toujours campé sur ses rollers, le jeune Grégoire Braban et son ami Vincent s'adonnent avec plus ou moins de bonheur au vol à la tire. Ce jour-là, à Saint-Michel, ils arrachent la sacoche d'un vieux. Trente mille balles. Le gros lot. Mais la sacoche est lourde de bien autre chose. Autre chose d'assez dégueulasse. Le sac du vieux, Grégoire, c'est la boîte de Pandore. Il y a tous les péchés du monde là-dedans. Au soir, Vincent est assassiné, la cuisse lacérée de quatre coups de lame. Le commissaire Adamsberg (L'Homme aux cercles bleus, L'Homme à l'envers) s'inquiète de cet étrange dessin. Le tueur à la serpe, celui que la rumeur a surnommé Le Bélier vient-il de signer son quatrième meurtre ? Avec Les Quatre Fleuves, deux artistes ont dialogué pendant plus d'un an pour offrir au lecteur un roman d'un type inédit. Le pinceau et la plume magiques de Baudoin, en donnant un visage aux personnages, en explorant formes, rythmes et mouvements, exaltent la "" singularité du style et de l'univers littéraire, l'humour ravageur, et la subversion du regard "" caractéristiques de l'œuvre de Fred Vargas."
249224,068480977X,A Bed for the Night,"Drawing on firsthand reporting from hot war zones around the world--Bosnia, Rwanda, Congo, Kosovo, Sudan, most recently Afghanistan--David Rieff shows what humanitarian aid workers do in the field and the growing gap between their noble ambitions and their actual capabilities for alleviating suffering."
249225,0374475881,The Topsy-Turvy Emperor of China,"The mean and ugly Emperor Cho Cho Shan, determined to be considered the most handsome and noble man in China, declares that everything is to be the opposite of what it was, so that evil, ugliness, and stupidity are to be the most admired qualities in hisk"
249227,0395850851,West Wind,A collection of forty poems that explore the transformation of love and nature over time.
249228,2070363287,L'aigle à deux têtes,"Empruntant son sujet aux tragiques mystères des maisons d'Autriche et de Bavière, Cocteau met face à face une reine, veuve, vierge et déjà virtuellement morte, et son assassin, un jeune poète anarchiste venu pour la tuer, et qui est pour elle la mort qu'elle attend. Leur destin est donc scellé d'avance. mais il se trouve que l'assassin est le sosie du roi tant aimé, et il ne veut tuer la reine que parce qu'il l'a de loin depuis toujours aimée..."
249229,2070380971,Le Navire Night,"Il a commencé le tournage du Navire Night le lundi 31 juillet 1978. Il avait fait un découpage. Pendant le lundi et le mardi qui a suivi, du 1er août, jil a tourné les plans prévus dans le découpage. Le mardi soir, il a vu les rushes du lundi. Sur mon agenda, ce jour-là, il a écrit - film raté."
249230,2070749150,Rendez-vous au Colorado,""" Je savais bien que j'avais, au Colorado, rendez-vous avec la beauté, la nature, rendez-vous avec des souvenirs. Mais je ne savais pas que j'avais rendez-vous avec un fantôme, la silhouette d'une jeune femme au visage grêlé, que je n'avais vue sans doute, cet été-là, qu'à peine deux ou trois fois. """
249231,2070753565,Je connais gens de toutes sortes,"Parmi eux, Jean-Luc Godard ou Jean-Luc, article paru une première fois dans Vogue, août 1979, suivi d'une Relecture, rédigée celle-ci en 2001 (p. 103-114)."
249232,2211061621,La preuve par l'eau de vaisselle,"C'est un soir presque comme les autres chez les Clounet. Georges Clounet est en train de faire la vaisselle en sifflotant. Les garçons sont couchés. Tout à coup, on sonne à la porte : sur le seuil, il y a un drôle de petit bonhomme avec une grosse moustache et un registre sous le bras. "" Service de surveillance des familles, brigade des vérifications à domicile. Je viens pour un contrôle. Vous êtes bien père de famille ? - Oui, répond Georges, légèrement abasourdi. - Alors je dois vous contrôler. Vérification des pères. Obligatoire une fois par an. """
249233,2221093070,Toute vérité est bonne à dire,"J'aurais pu être un bon gros ministre sympathique dont on aurait dit : "" C'est un bon ministre de l'Education : il ne fait rien. "" Quatre mois après avoir quitté son poste de la rue de Grenelle, avec la franchise et le talent de conteur qui le caractérisent, Claude Allègre parle. Il dit aujourd'hui tout ce qu'il ne pouvait pas dire quand il était ministre : ce qu'est la réalité inquiétante de l'éducation en France, comment la lourdeur du "" mammouth "" - qu'il conviendrait mieux de nommer dinosaure - paralyse toutes les initiatives et pénalise les élèves, comment, en dépit de la conscience professionnelle de la grande majorité des profs, une tradition corporatiste et un syndicalisme conservateur bloquent le changement et font que le meilleur système d'enseignement du monde se dégrade chaque année davantage. Ministre réformateur, Claude Allègre tire le bilan de son action de modernisation, dénonce les tares du système et indique les voies de l'avenir pour le système éducatif. Ministre politique, longtemps le plus proche conseiller de Lionel Jospin, il dévoile aussi les coulisses de la vie politique, décrit l'envers du décor de la gauche plurielle et nous fait pénétrer au cœur de l'action gouvernementale, comme jamais ne l'avait fait un des principaux personnages de l'Etat. Rouage essentiel de la machine Jospin, il livre enfin le secret d'une ascension fulgurante qui a conduit son ami à Matignon deux ans après qu'on a annoncé sa mort politique. Opération vérité sans précédent, le témoignage de Claude Allègre jette une lumière saisissante sur le véritable fonctionnement de la démocratie française."
249235,2246535514,Qu'est-ce qu'une vie réussie?,"Les sociétés contemporaines nous incitent à penser la "" réussite "" sur le mode du rêve éveillé. Rêves de possession "" On dirait qu'on aurait gagné à la loterie ""... Rêves de séduction : nous voici - enfin - dotés de qualités sublimes, virtuoses d'un instrument de musique dont nous n'avions jusqu'alors tiré que des sons angoissants, champions d'un sport qui commençait à nous décourager, témoignant à l'égard des autres de vertus insoupçonnées... Pouvons-nous en rester là ? Pour répondre à la question de la "" vie bonne "", les sagesses anciennes invitaient les humains à régler leur vie sur des principes transcendants. Elles voyaient, par exemple, dans l'harmonie de la nature ou la splendeur du divin, des modèles à imiter. Longtemps encore après la "" mort de Dieu "", l'humanité a éprouvé le besoin de sacraliser des idéaux - la patrie, la Révolution - pour donner un sens à l'existence. Ces horizons s'estompent. Ce livre raconte l'histoire des grandes réponses passées, la trame des vies idéales imaginées par nos ancêtres. Il fait ressortir ce qu'elles avaient de plus beau, de plus puissant, ce par quoi elles nous parlent encore. Mais, au-delà de ce récit, il propose une réflexion nouvelle sur la façon dont cette antique interrogation se pose aujourd'hui. Il se pourrait bien, en effet, que notre monde laïc soit moins hostile aux transcendances qu'on ne le dit ; que nous inaugurions, sans toujours y prêter attention, l'époque du réenchantement du monde."
249236,2253037419,Le roman de la momie,"Dans un tombeau de la Vallée des Rois, un jeune lord anglais et un archéologue découvrent la momie d'une jeune fille à la bouleversante beauté. Près d'elle, un papyrus raconte son histoire... Ainsi nous est révélé le destin de Tahoser, fille d'un grand prêtre d'Egypte, qui s'éprend d'un Hébreu. Elle est prête à partager la vie du peuple esclave, mais Pharaon, passionnément amoureux d'elle, la fait enlever et lui offre puissance et richesse... Le drame culmine lorsque, sur les pas de Moïse, les Hébreux se mettent en marche vers la mer Rouge, bientôt poursuivis par le monarque à la tête de son armée. Pour reconstituer la splendeur de la civilisation du Nil à son apogée et ressusciter ses villes défuntes, Théophile Gautier a utilisé toutes les connaissances de l'égyptologie naissante. Il nous donne ainsi un des premiers romans de l'Egypte ancienne, telle que l'Europe avait pu la rêver depuis l'expédition de Bonaparte et les travaux de Champollion."
249237,2742734015,"Des phrases courtes, ma chérie",""" On fait avec le vieux parent comme on a fait avec ses enfants : on voudrait qu'il mène une vie saine, fasse du sport, ait de bons amis, se porte bien et ne vous colle pas aux basques. On fait ce qu'on sait faire. On devient tyrannique. "" C'est la maison de retraite. Il y a les dames, le directeur, le docteur, la coiffeuse, l'aimable monsieur B. et le très aimable monsieur des pompes funèbres. Il y a la mère, et la fille qui vient en visite. Et aussi les amis et les proches. Il y a l'hôte secret, que nul ne doit regarder, le corbeau qui contemple de son œil noir cette ultime comédie des vivants, et attend son heure."
249239,2879292360,La douceur,"Au cours d'une colonie de vacances en Bretagne, le corps d'un enfant est retrouvé mutilé. Les criminels sont Jérémie et Steven, deux enfants de dix ans. Des années plus tard, Steven, sa mère, son frère, la directrice de la colonie et la mère de la victime essayent de comprendre et de trouver un sens à leur vie malgré l'horreur."
249240,0451624742,The Confessions of St. Augustine,"Acknowledged as one of mankind's great literary treasures. Into this tapestry of a great soul are woven the strands of all man's great concerns: the psychic impulses that snare us in selfishness, the ethical conflict between good and evil, the religious quest for God's radiant love."
249241,0471321427,"Calculus, Student Study Guide","A revision of the best selling innovative Calculus text on the market. Functions are presented graphically, numerically, algebraically, and verbally to give readers the benefit of alternate interpretations. The text is problem driven with exceptional exercises based on real world applications from engineering, physics, life sciences, and economics. Revised edition features new sections on limits and continuity, limits, l'Hopital's Rule, and relative growth rates, and hyperbolic functions."
249242,0534574254,Philosophy of Religion,"This core text provides students with a well-balanced, understandable introduction to the central topics in philosophy of religion."
