,ISBN,Book_Title,Description,sentiment_score_neg,sentiment_score_neu,sentiment_score_pos,sentiment_score_compound,sentiment_type
501,207053880X,L'homme qui plantait des arbres,"Au cours d'une de ses promenades en Haute-Provence, Jean Giono a un jour rencontré un personnage extraordinaire : un berger solitaire et paisible qui plantait des arbres, des milliers d'arbres. Ainsi, au fil des ans, un homme seul allait rendre vie à une contrée aride et désolée. Jean Giono nous fait découvrir une merveilleuse aventure pleine de tendresse et de générosité que Willi Glasauer illustre avec la même sensibilité.",0.0,1.0,0.0,0.0,2
502,3889774016,Frauen der Welt,"Setzt sich ausführlich mit den Schlüsselthemen der internationalen Frauenbewegung und -politik auseinander (z.B. Weltfrauenkonferenz, Frauen in Entwicklungsländern, Frauenrechte, Frau und Karriere).",0.0,1.0,0.0,0.0,2
503,0140620427,Sense and Sensibility,"In nineteenth-century England, two sisters are drawn into unhappy romances despite the cool judgment of one and the emotional intensity of the other.",0.172,0.687,0.141,-0.2173,1
504,3596144434,Der gemietete Mann,"Karla Stein, die erfolgreiche Fernsehjournalistin, erhält ein verlockendes Angebot: die Moderatorin der Jugend-Kult-Sendung »Wört-Flört«! Beherzt greift sie zu, nicht ahnend, welche Probleme mit ihrer neuen Klientel auf sie zukommen. Den Jugendlichen geht es um Wesentliches - Waschbrettbäuche, Tatoos und gepiercte Nabel. Karla ist auf der falschen Party gelandet und kann mit dem, was die Kandidaten interessiert, nichts anfangen. Als sie für ihre vier Kinder einen Au-pair-Jungen einstellt, muß sie ihr Urteil über die Jugend von heute jedoch revidieren. Hera Lind läßt uns hinter die Kulissen einer perfekten Fernseh-Show blicken, erzählt eine tragikomische Liebesgeschichte und schreckt diesmal sogar vor einem eleganten Mord nicht zurück.",0.164,0.787,0.049,-0.9422,1
506,0385504209,The Da Vinci Code,"Harvard symbologist Robert Langdon and French cryptologist Sophie Neveu work to solve the murder of an elderly curator of the Louvre, a case which leads to clues hidden in the works of Da Vinci and a centuries-old secret society.",0.113,0.843,0.043,-0.5994,1
507,0385500769,A Map of the World,"While under the care of Alice Goodwin, a neighbor's child drowns in the Goodwins' pond, a devastating accident that has profound repercussions for the entire Goodwin family, in a story set in a small Midwestern farm town",0.248,0.678,0.075,-0.8126,1
508,0399147012,Edge of Danger,"Blake Johnson, head of the The Basement, a clandestine White House operation, and his Irish colleague Sean Dillon work together to stop a murderous vendetta, aimed at the president of the United States, who is blamed for a series of attacks on the power, honor, and prestige of a ruthless Arab-British dynasty. 250,000 first printing.",0.196,0.71,0.095,-0.7506,1
509,0688180639,Vinegar Hill,"In a stark, troubling, yet ultimately triumphant celebration of self-determination, award-winning author A. Manette Ansay re-creates a stifling world of guilty and pain, and the tormented souls who inhabit it. It is 1972 when circumstance carries Ellen Grier and her family back to Holly's Field, Wisconsin. Dutifully accompanying her newly unemployed husband, Ellen has brought her two children into the home of her in-laws on Vinegar Hill--a loveless house suffused with the settling dust of bitterness and routine--where calculated cruelty is a way of life preserved and perpetuated in the service of a rigid, exacting and angry God. Behind a facade of false piety, there are sins and secrets in this place that could crush a vibrant young woman's passionate spirit. And here Ellen must find the straight to endure, change, and grow in the all-pervading darkness that threatens to destroy everything she is and everyone she loves.",0.191,0.698,0.111,-0.9201,1
511,0151001006,Snow Falling on Cedars,"In 1954, Ishmael Chambers, a local reporter who lost an arm in the war, covers the murder trial of a Japanese-American fisherman, whose wife had been Ishmael's boyhood sweetheart",0.285,0.602,0.113,-0.765,1
512,0385505833,Skipping Christmas,"Luther and Nora Krank decide to avoid the chaos and frenzy of Christmas by taking a Caribbean cruise during the holidays, but their plans have unexpected consequences.",0.19,0.748,0.061,-0.4215,1
513,0679442790,The Reader,"At the age of fifteen, Michael Berg falls in love with a woman who disappears, and while observing a trial as a law student years later, he is shocked to discover the same woman as the defendant in a horrible crime",0.244,0.668,0.088,-0.7579,1
514,0525943862,Cheaters,"A sharp-edged and uninhibited look at the Los Angeles singles scene that includes seduction, betrayal, heartbreak, revenge, and even true love",0.331,0.456,0.213,-0.5994,1
515,0743206045,Daddy's Little Girl,"Journalist Trish Duncan, the grown sister of a murder victim, attends the parole hearing of the man who had been convicted of the crime twenty years earlier and begins to wonder if his claim of innocence might be true. 1,000,000 first printing.",0.199,0.696,0.104,-0.7096,1
516,0684864843,The Vineyard,"In The Vineyard, New York Times bestselling author Barbara Delinsky (Lake News, Coast Road, Three Wishes) has written her most complex and emotionally rewarding novel: a story of two women, a generation apart, each of whose dream becomes bound with the other's. To her family, Natalie Seebring is a woman who prizes appearances. She is exquisitely mannered, socially adept, a supportive wife, and head of a successful wine-producing enterprise. So when she announces plans to marry a vineyard employee mere months after the death of her husband of fifty-eight years, her son and daughter are stunned. Faced with their disapproval, Natalie decides to write a memoir. There is much that her children don't know about her life -- about her love of the vineyard, her role in fighting to build it up, and the sacrifices she made for her family. Olivia Jones is a dreamer, living vicariously through the old photographs she restores. She and her daughter, Tess, have no one but themselves, so they cling to the fantasy that a big, happy family is out there somewhere, just waiting to welcome them home. When Olivia is hired by Natalie to help with her memoir, a summer at Natalie's beautiful vineyard by the sea seems the perfect opportunity to live out that fantasy -- an elegant home by the shore, a salary that allows her to hire a tutor for her dyslexic daughter, a job that is creative, hours spent with a woman who has led a charmed life. But all is not as it seems,Olivia and Tess discover when they arrive at Asquonset, the vineyard in Rhode Island. While welcoming, Natalie is not quite the mothering type, as is quickly evident in the hostility her daughter and son have toward her -- it's a hostility that Olivia must buffer. Another dose of stark reality comes in the form of Simon Burke, who runs the vineyard's day-to-day operation and sees in Olivia and Tess an unwelcome reminder of the wife and daughter he tragically lost. And then there is the cruel reality of Olivia's own life -- the mother who never wanted her, and a career that has floundered. Natalie's story, intended for her own children, enlightens Olivia as well. The lives of these two women of different generations, parallel in so many ways, become,inThe Vineyard, a powerful and moving story as the fantasy of an idealized life, complete with perfect romance, crashes headlong into reality.",0.071,0.755,0.174,0.9937,1
517,0743406176,If Only it Were True,"What do you do when you find a stranger in your closet; particularly when she's surprised that you can even see her -- and she can disappear and reappear at whim? What if she then tells you that her body is actually in a coma on the other side of town? Should you have her see a psychiatrist or should you consult one yourself? Or do you take a chance and believe in her, and allow yourself to be swept up in an extraordinary adventure? This is the beginning of the dilemma that Arthur, a young San Francisco architect, is faced with when he discovers Lauren in his apartment. Arthur is the only man who can share Lauren's secret, the only one who can see her, hear her, and talk to her when no one else so much as senses her presence. So when doctors prepare to end Lauren's physical care -- which would destroy the magical bond she and Arthur cherish -- he must find a way to save her. For, after all, it is only her love that can save him. If Only It Were True is a heartwarming love story impossible to forget, an adventure that is by turns breathtaking and hilarious -- a captivating tale that evokes the essence of romance and our boundless capacity to believe.",0.044,0.758,0.197,0.9894,1
518,0380978539,"Dear Stranger, Dearest Friend","A story of strangers who become the best of friends depicts two women in their thirties who meet in on an internet message board, and realize that they are much more alike then either of them could have thought. A first novel.",0.0,0.794,0.206,0.8625,1
519,0679603352,The Cider House Rules,"First published in 1985, The Cider House Rules is John Irving's sixth novel. Set in rural Maine in the first half of this century, it tells the story of Dr. Wilbur Larch--saint and obstetrician, founder and director of the orphanage in the town of St. Cloud's, ether addict and abortionist. It is also the story of Dr. Larch's favorite orphan, Homer Wells, who is never adopted.",0.0,0.896,0.104,0.743,1
520,0679410430,Lolita,"When it was published in 1955, Lolita immediately became a cause célèbre because of the freedom and sophistication with which it handled the unusual erotic predilections of its protagonist. But Vladimir Nabokov's wise, ironic, elegant masterpiece owes its stature as one of the twentieth century's novels of record not to the controversy its material aroused but to its author's use of that material to tell a love story almost shocking in its beauty and tenderness. Awe and exhilaration–along with heartbreak and mordant wit–abound in this account of the aging Humbert Humbert's obsessive, devouring, and doomed passion for the nymphet Dolores Haze. Lolita is also the story of a hypercivilized European colliding with the cheerful barbarism of postwar America, but most of all, it is a meditation on love–love as outrage and hallucination, madness and transformation. With an introduction by Martin Amis.",0.149,0.638,0.213,0.9422,1
521,0446523569,Message in a Bottle,"In this New York Times bestseller, a single mother sets out to find the North Carolina man who sent a message meant for someone else . . . and the journey may change her life forever. Divorced and disillusioned about relationships, Theresa Osborne is jogging when she finds a bottle on the beach. Inside is a letter of love and longing to ""Catherine,"" signed simply ""Garrett."" Challenged by the mystery and pulled by emotions she doesn't fully understand, Theresa begins a search for this man that will change her life. What happens to her is unexpected, perhaps miraculous-an encounter that embraces all our hopes for finding someone special, for having a love that is timeless and everlasting.... Nicholas Sparks exquisitely chronicles the human heart. In his first bestselling novel, The Notebook, he created a testament to romantic love that touched readers around the world. Now in this New York Times bestseller, he renews our faith in destiny, in the ability of lovers to find each other no matter where, no matter when...",0.052,0.759,0.189,0.9776,1
522,0671042556,Blackbird,"A poignant autobiography describes growing up in Carson City, Nevada, during the 1970s, the shattering effects of tragedy--loss, loneliness, mistreatment--on her family, and her own indomitable will to survive.",0.092,0.852,0.056,-0.2732,1
523,0679450440,Protect and Defend,"When the Chief Justice of the Supreme Court drops dead following the inauguration, President Kerry Kilcannon selects as a replacement Judge Caroline Masters, a woman who hides a secret that could affect her ruling on a controversial case.",0.178,0.662,0.16,0.0516,1
524,0140107649,Blue Heaven,"Set in contemporary New York, Blue Heaven is the hilarious tale of a most unlikely couple and their brilliant plan to earn a fortune in gifts on their way to the altar.",0.0,0.734,0.266,0.8689,1
525,0609606727,Julie and Romeo,"Julie and Romeo had been born to rival florist families in Boston, but it is love at first sight when they spot each other across a crowded lobby. A first novel. 75,000 first printing.",0.0,0.746,0.254,0.872,1
526,0446527793,The Guardian,"Four years after losing her husband, twenty-nine-year-old Julie Barenson considers falling in love again and wonders if she should choose sophisticated Richard, who treats her like a queen, or down-to-earth Mike, who is her best friend, but when she eventually picks one man, the other man's jealousy turns into a deadly obsession. 1,000,000 first printing.",0.142,0.682,0.176,0.296,1
527,0446531332,Nights in Rodanthe,"After her husband leaves her for a younger woman, forty-five-year-old Adrienne Willis reconsiders her entire life, until a trip to Rodanthe in North Carolina's outer banks leads to an encounter with successful surgeon Paul Flanner.",0.0,0.894,0.106,0.5859,1
528,1570717257,Man and Boy,"Facing his thirtieth birthday with trepidation, Harry Silver watches his perfect life crumble around him when his wife leaves him and he must adjust to raising his son alone.",0.061,0.826,0.113,0.4019,1
529,0385420161,Like Water for Chocolate,"Despite the fact that she has fallen in love with a young man, Tita, the youngest of three daughters born to a tyrannical ranch must obey tradition and remain single and at home to care for her mother. A first novel. National ad/promo. Tour.",0.051,0.752,0.197,0.802,1
530,052594463X,All of Me,"After suffering from a breakdown, an African-American woman begins to rebuild her life and learns to love herself for the first time in the process. 35,000 first printing.",0.096,0.774,0.13,0.2732,1
531,039304016X,The Perfect Storm,"Presents a vivid account of a history-making storm that hit the New England coast in October 1991 and the lives it changed, weaving together the history of the fishing industry, the science of storms, and personal accounts. Tour.",0.0,1.0,0.0,0.0,2
532,0399147128,The Villa,"The top PR executive for the family winery, Sophia Giambelli finds her life turned upside down by the merger with the MacMillan family's winery, her powerful attraction to professional rival Tyler MacMillan, and acts of sabotage that threaten the family business and members of the family itself. 750,000 first printing.",0.102,0.768,0.13,0.1531,1
533,0670031046,In this Mountain,"Restless with his retirement, Father Tim, accompanied by Cynthia, gears up for a year-long ministry across the state line, but a series of events sends shock waves throughout the town of Mitford and through Father Tim's faith. 750,000 first printing.",0.113,0.802,0.085,-0.0644,1
534,0394574745,All the Pretty Horses,"Cut off from the life of ranching he has come to love by his grandfather's death, John Grady Cole flees to Mexico, where he and his two companions embark on a rugged and cruelly idyllic adventure. 25,000 first printing.",0.23,0.64,0.13,-0.6124,1
535,0316969443,Suzanne's Diary for Nicholas,"Discover James Patterson's powerfully moving novel of love, loss, hope, and family. Katie Wilkinson has found her perfect man at last. He's a writer, a house painter, an original thinker-everything she's imagined she wanted in a partner. But one day, without explanation, he disappears from her life, leaving behind only a diary for her to read. This diary is a love letter written by a new mother named Suzanne for her baby son, Nicholas. In it she pours out her heart about how she and the boy's father met, about her hopes for marriage and family, and about the unparalleled joy that having a baby has brought into her life. As Katie reads this touching document, it becomes clear that the lover who has just left her is the husband and father in this young family. She reads on, filled with terror and hope, as she struggles to understand what has happened-and whether her new love has a prayer of surviving. Written with James Patterson's perfect pitch for emotion and suspense, Suzanne's Diary for Nicholas captures beautifully the joys of a new family even as it builds to an overwhelmingly moving climax. This is an unforgettable love story, at once heartbreaking and full of hope.",0.059,0.662,0.279,0.996,1
536,0684868911,The Carousel,The author of The Christmas Box and The Looking Glass returns to the moving but unfinished saga of Faye Murrow and Michael Keddington.,0.0,1.0,0.0,0.0,2
537,0842336214,The Promise Remains,"In the first novel from a new author, a young couple, long separated, find their way back to each other, along the way learning about God's provision in the face of their own doubts and fears.",0.131,0.809,0.06,-0.4019,1
538,0399148582,You Cannot be Serious,"The author describes his rise to success in professional tennis, his controversial on-court behavior, his marriages to actress Tatum O'Neal and pop star Patty Smyth, and his current roles as father, tennis player, and TV commentator.",0.046,0.861,0.094,0.4404,1
540,0525944834,Liar's Game,"Leaving New York to build a new life for herself in Los Angeles, Dana Ann Smith plans to start over with a new job, new surroundings, and new man, the handsome, industrious Vincent Calvary Browne, but the arrival of her former lover and Vincent's ex-wife forces them both to confront painful truths about their pasts. 100,000 first printing.",0.087,0.751,0.162,0.7269,1
541,0345428900,Out of the Blue,"Anna Bolles, a dynamic young woman cut off from romance by tragedy, refuses to become involved in the turbulent love affairs of her colleagues, spending her life as an observer to the dramas surrounding her, until the arrival of Joe Malone, a businessman, pilot, and amateur photographer, forever transforms her life. By the author of A Change of Heart.",0.096,0.751,0.153,0.5994,1
542,0451176812,Voice of the Eagle,"Traveling through a hostile territory with their newborn son, Kwani and her mate must fight to defend themselves and their treasure against vicious enemies and hostile spirits",0.378,0.56,0.062,-0.8834,1
543,0446602086,The Proud and the Free,"In the 1830s, as the Cherokees are set upon the infamous Trail of Tears, beautiful Temple Gordon, a Cherokee leader's daughter, and ""The Blade"" Stuart, her lover, find their lives disrupted",0.052,0.738,0.21,0.7783,1
544,0394551427,Shoah,"This comprehensive transcription documents the interviews--with former German official bureaucrats, Polish peasants, and German colonizers of occupied Poland",0.0,0.895,0.105,0.25,1
545,0064407667,A Series of Unfortunate Events: The Bad Beginning Movie Tie-in Edition,Tie–in books for the feel–bad movie of the year!,0.0,1.0,0.0,0.0,2
546,0007100221,Terror Firma,Fantasy-roman.,0.0,1.0,0.0,0.0,2
549,0747549923,Last Exit to Brooklyn,"A raw depiction of life amongst New York's junkies, hustlers, drag queens and prostitutes. Meet Georgette, a hopelessly romantic and tormented transvestite; Vinnie, a disaffected and volatile youth who has never been on the right side of the law; and Harry, a power-hungry strike leader.",0.143,0.799,0.058,-0.4404,1
550,0743462335,More George W Bushisms,"On the record, off-the-cuff, and often off-the-wall presidential quotations, another hilarious look at George W. Bush's wayward way with words.",0.0,0.876,0.124,0.4019,1
551,0140253580,Therapy,"A successful sitcom writer with plenty of money, a stable marriage, a platonic mistress and a flash car, Laurence ‘Tubby’ Passmore has more reason than most to be happy. Yet neither physiotherapy nor aromatherapy, cognitive-behaviour therapy or acupuncture can cure his puzzling knee pain or his equally inexplicable mid-life angst. As Tubby’s life fragments under the weight of his self-obsession, he embarks – via Kierkegaard, strange beds from Rummidge to Tenerife to Beverly Hills, a fit of literary integrity and memories of his 1950s South London boyhood – on a picaresque quest for his lost contentment, in an ingenious, hilarious and poignant novel of neuroses.",0.064,0.742,0.195,0.9345,1
552,0743222229,George W. Bushisms,"""They misunderestimated me."" Or did they? Judge for yourself. Here are over 100 memorable misstatements by our syntactically challenged president, collected, annotated, and introduced by Slate magazine's Jacob Weisberg. ""I know the human being and fish can coexist peacefully."" ""Families is where our nation finds hope, where wings take dream."" ""We'll let our friends be the peacekeepers and the great country called America will be the pacemakers."" ""It's clearly a budget. It's got a lot of numbers in it."" ""I know how hard it is for you to put food on your family."" ""I do know I'm ready for the job [the presidency]. And if not, that's just the way it goes.""",0.023,0.831,0.146,0.9442,1
553,185479549X,The World's Stupidest Laws,"Did you know? In Australia, children may not purchase cigarettes, but are allowed to smoke them...It is also illegal to read someone's tarot or give them a psychic reading, as these are forms of witchcraft. In Denmark it is not illegal to escape from prison, but if you're caught you must finish the remainder of your sentence. In Singapore, you may not walk around your house while naked, as this is considered to be a form of pornography. In the USA, in the state of Arkansas, alligators may not be kept in the bath ...In Iowa, kisses may last for a maximum of five minutes. The World's Stupidest Laws is essential reading for anyone who's ever been bamboozled by legal lunacy abroad or who's fallen foul of ludicrous laws in their locality.",0.195,0.756,0.049,-0.977,1
554,1854795554,The World's Stupidest Signs,"Gathered from offices, hotels, shops and roadsides, this collection of seemingly ridiculous signs offers such examples as: Elephants please stay in your car; If you cannot read this, this leaflet will tell you how to get lessons; and Bargain basement upstairs.",0.056,0.852,0.092,0.1531,1
555,0198604025,How Not to Say what You Mean,"We often use euphemisms when dealing with taboo or sensitive subjects--we speak of ""full-figured"" women, we ""fudge"" on our income tax, we get ""cold feet"" before our wedding. Here, author Holder celebrates this human tendency to use mild, vague, or roundabout expressions rather than those which are blunt, precise, and true. The dictionary provides definitions, examples, as well as historical explanations where appropriate.--From publisher description.",0.02,0.859,0.121,0.802,1
556,1842151053,Cooking for One,"Enjoy the pleasure of eating delicious dishes every time you cook, whatever the quantity.",0.0,0.509,0.491,0.891,1
557,1860198597,How to Draw Celtic Knotwork,Enables the novice to draw intricate Celtic-style knotwork without months of practice or any artistic training.,0.0,0.904,0.096,0.1531,1
558,0140622063,Scottish Folk and Fairy Tales,"This is a collection of Scottish fairy tales, folk tales and legends, which have been passed on from generation to generation, and have been brought together in this one volume.",0.0,1.0,0.0,0.0,2
560,1841952931,Glasgow Zen,"Alan Spence's collection of haikus and other short poetic forms focuses on the theme of Glasgow, its people, landscape and culture. It includes some previously published poems but is mostly made up of contemporary writing.",0.0,1.0,0.0,0.0,2
561,0890877564,Totally Muffins Cookbook,"Perfect for the upcoming holiday season, we're pleased to announce the latest round of die-cut sensations. As you snuggle closer to your teapot and cozy nearer to your coffee mug, fill your kitchen with the comforting aroma of freshly baked cookies and muffins, each enticingly presented as a beloved collection of treats. Enjoy!",0.0,0.71,0.29,0.9571,1
562,1405200677,Tigger's Little Book of Diet and Exercise,Three irresistible new additions to the best-selling Wisdom of Pooh gift range. Bite-sized nuggets of sustaining and inspiring information from Pooh and friends. Who knows bravery better than Piglet? Diet and exercise better than Tigger? Or friendship better than Pooh himself? Their wise words are accompanied by E.H. Shepard's lively illustrations.,0.0,0.52,0.48,0.9872,1
563,0747538069,The Adventures of Dougal,"Follows a shaggy dog and his friends on their adventures in the garden, their magic carpet trip around the world, and their visit to Scotland to meet Dougal's mad uncle.",0.092,0.749,0.159,0.3182,1
564,0060927240,Rule of the Bone,"When we first meet him, Chappie is a punked-out teenager living with his mother and abusive stepfather in an upstate New York trailer park. During this time, he slips into drugs and petty crime. Rejected by his parents, out of school and in trouble with the police, he claims for himself a new identity as a permanent outsider; he gets a crossed-bones tattoo on his arm, and takes the name ""Bone."" He finds dangerous refuge with a group of biker-thieves, and then hides in the boarded-up summer house of a professor and his wife. He finally settles in an abandoned schoolbus with Rose, a child he rescues from a fast-talking pedophile. There Bone meets I-Man, an exiled Rastafarian, and together they begin a second adventure that takes the reader from Middle America to the ganja-growing mountains of Jamaica. It is an amazing journey of self-discovery through a world of magic, violence, betrayal and redemption.",0.183,0.768,0.049,-0.9712,1
565,0316776963,Me Talk Pretty One Day,"A recent transplant to Paris, humorist David Sedaris, bestselling author of ""Naked"", presents a collection of his strongest work yet, including the title story about his hilarious attempt to learn French. A number one national bestseller now in paperback.",0.0,0.779,0.221,0.7964,1
566,1888451084,Kamikaze Lust,Publisher description.,0.0,1.0,0.0,0.0,2
567,0451450256,Gossamer Axe,FICTION/FANTASY,0.0,1.0,0.0,0.0,2
568,0395877563,Seven Moves,"A Chicago psychotherapist attempts to track down her live-in lover who turns up missing one morning, discovering that her trust may have been misplaced and questioning her professionally trained powers of perception",0.095,0.716,0.188,0.6705,1
569,0962893862,Return to Isis,"A futuristic lesbian tale of high adventure, mystery and love, in which Whit, a bold warrior from an Amazon nation, rescues Amelia from a dismal world where females are either breeders or drones.",0.097,0.584,0.319,0.7964,1
570,1555834531,Hood,"SUNDAYMayday in 1980? heat sealing my fingers together. Why is it the most ordinary images that fall out, when I shuffle the memories? Two girls in a secondhand bookshop, hands sticky with sampled perfumes from an afternoon's Dublin.Up these four storeys of shelves, time moves more slowly than outside on the quays of the dirty river. One window cuts a slab of sunlight; dust motes twitch through it. I shut my eyes and breathe in. 'Which did I put on my thumb, Cara, do you remember?'No answer. I stretch my hand towards her over the Irish poetry shelf, as if hitching a lift. 'All I can smell is old books; you have a go. Was it sandalwood?""Cam emerges from a cartoon, and dips to my hand She wrinkles her nose, which has always reminded me of an 'is less than' sign in algebra.'Not nice?' I ask.'Dunno, Pen. Something liquorishy.' Her eyes drift back to the page.'1 hate liquorice.' All I can make out now is vile strawberry on the wrist. I offer my thumb for Cara to smell again, but she has edged down a shelf to Theology. My arm moves in her wake and topples a pyramid of Surprising Summer Salads.I'm sure to have torn one. I have only ninety-two pence in my drawstring purse, and my belly is cramping. It occurs to me to simply shift my weight on to the ball of my foot and take off like a crazed rhinoceros through the door, Then, being a responsible citizen, even at seventeen, I put my mother's spare handbag down beside the sprawl of books, and kneel. The princess who sorted seeds from sand at least had eloquent ants to help her. All I get are Cara's eyes rolling from the safe distance of the Marxism shelf, and a snigger from some art student over by the window. Luckily the black-lipsticked Goth at the till is engrossed in finding a paper bag for an old atlas; in any other bookshop a saleswoman would be pursing her lips and planting her stiletto heels six inches from my fingers. The tomb of Surprising Summer Salads I build is better ventilated than the original, almost Japanese. I have been neat, no one can make me buy a copy. If it were Astonishing Autumn Appetizers, now, I might consider itI'm blithering, amn't I?Cara is over by Aviation pretending not to know me, so I set off downstairs; tr",0.037,0.853,0.11,0.9852,1
571,0393318435,Leaving Pipe Shop,"In the illuminating language of memory, Deborah McDowell tells the story of her family, living a segregated life in Bessemer, Alabama, where her father worked at U.S. Foundry and Pipe, nicknamed Pipe Shop. Through the intimate details of their daily lives, she shows us how civil rights affected a working-class town, among three generations of women and men. McDowell movingly uncovers a world rarely portrayed, where she was raised to love the sounds and meanings of words and to value a place and culture that has passed. ""What an eye McDowell has for important stories hidden in the everyday details, and what a good storyteller she is.""'Tonya Bolden, Washington Post Book World ""[McDowell] weaves the plainest drab cotton threads into a magic carpet.""'Adele Logan Alexander, Women's Review of Books ""Engrossing. . . . The author has a seductive way with words that makes Leaving Pipe Shop as good as a piece of sweet potato pie served after a plate of greens and fried chicken.""' Boston Globe",0.01,0.887,0.104,0.9393,1
572,0889740828,Love Ruins Everything,"Young lesbian Nomi Rabinovich, unexpectedly dumped by her lover, attends her mother's sudden second wedding and is reunited with her long-lost crush and her beloved gay cousin who both believe the American government created the AIDS virus as a biochemical weapon",0.131,0.685,0.183,0.5574,1
573,1563410443,Skin,"A collection of essays, autobiographical narratives, and performance pieces.",0.0,1.0,0.0,0.0,2
574,1563899388,Death at Death's Door,"Written by Jill Thompson; Art and Cover by Thompson A manga digest, printed in black, white, and gray tones, featuring appearances by Sandman and all his siblings. In an original story that parallels the events of SANDMAN: SEASON OF MIST, the minions of Hell end up in Death's apartment. Sisters Delirium and Despair decide to throw a party for the dead - which quickly gets out of control. It's up to Dream's older sister Death to figure out how to save the day and the afterlife...not to mention the carpet.",0.146,0.774,0.079,-0.836,1
575,1563411148,The Second Coming of Curly Red,"The Liar's Club meets Fried Green Tomatoes in The Second Coming Of Curly Red, a heartwarming, feisty novel about the transformative power of love. Seventy-year-old Texan, Jimmy Heron, shattered by the tragic death of his wife, takes to the road as he tries to outrun his pain. When he is befriended by Cory Miller and Leigh O'Brien, a lesbian couple living in Reliance, Oregon, the possibilities for a renewed life -- for trust and commitment -- open up. The two women have become the target of a vicious harassment campaign fueled by the bigotry of the Christian Right. Spreading lies and fear couched as ""family values, "" the fire and brimstone of the Mt. Goshen Church of the Righteous spills over, igniting an all-too-real conflagration. In its heat, a community is forged and a town remembers how it got its name. The Second Coming of Curly Red is a story about what hatred can destroy and love rebuild, a story that will grab you by the heart and not let go.",0.175,0.708,0.116,-0.9169,1
576,0553579681,Night Mares,"When a deadly strain of bacteria begins killing all the horses passing through Nina Crawford's veterinary surgery, and Nina is plagued by vicious nightmares that threaten to put her over the edge, her friend and psychiatrist Kellen Stewart decides to find out who is out to destroy her. Original.",0.234,0.675,0.091,-0.8271,1
577,0553579673,Hen's Teeth,"The death of her former lover, Bridget Donnelly, leads Glasgow psychiatrist Kellen Stewart to Bridget's country farmhouse on a wild chase after stolen hens, stolen corpses, lethal eggs, and a miracle drug that is actually a recipe for death. Original.",0.262,0.555,0.183,-0.6486,1
578,0786889160,No Shirt. No Shoes....No Problem!,"The popular comedian shares a compilation of humor that touches on such universal subjects as marriage, gorwing up, parenthood, friendship, politics, and, of course, Rednecks. Reprint. NYT.",0.0,0.625,0.375,0.891,1
579,0345370740,The Scions of Shannara,The Four Lands suffer under the totalitarian rule of a cruel federation that forbids magic while the gifted Par Ohmsford and his brother set out to restore their homeland's past glories,0.302,0.571,0.126,-0.8126,1
580,0553574175,Rebel Dawn: Star Wars Legends (The Han Solo Trilogy),"Here is the explosive conclusion of the blockbuster trilogy that chronicles the never-before-told story of the young Han Solo. Set before the Star Wars(r) movie adventures, these books chronicle the coming-of-age of the galaxy's most famous con man, smuggler, and thief. The Millennium Falcon is ""the fastest hunk of junk in the galaxy."" So when Han Solo wins it in a game of sabacc, he and Chewbacca become kings of the smugglers--uncatchable, unstoppable. But with the Empire clamping down, Han knows his luck can't last. Still, when an old girlfriend who is now the leader of an insurgent Rebel group offers him a shot at an incredible fortune, Han can't resist. The plan seems a sure thing. The resistance will be light and the take enormous. Han and his friends will divide it equally with the Rebels. Too bad for Han that the planet of Ylesia is far from a pushover, that the Rebels have an agenda of their own, and that smuggler friends can often turn into enemies...quicker than lightspeed.",0.107,0.781,0.112,0.4404,1
581,0553574167,The Hutt Gambit: Star Wars Legends (The Han Solo Trilogy),"Here is the second novel in the blockbuster new trilogy that reveals the never-before-told story of the young Han Solo. Set before the Star Wars(r) movie adventures, these books chronicle the coming-of-age of the galaxy's most famous con man, smuggler and thief. Solo is now a fugitive from the Imperial Navy. But he has made a valuable friend in a former Wookiee slave named Chewbacca, who has sworn Han a life debt. Han will need all the help he can get. For the Ylesian Hutts have dispatched the dreaded bounty hunter Boba Fett to track down the man who already outsmarted them once. But Han and Chewie find themselves in even bigger trouble when they agree to lend their services to the crime lords Jiliac and Jabba the Hutt. Suddenly the two smugglers are thrust into the middle of a battle between the might of the Empire and the treachery of their outlaw allies...a battle where even victory means death!",0.186,0.706,0.108,-0.9541,1
582,0312287240,A Year of Full Moons,"In 1963, a young girl from small-town Summit, Kentucky, copes with her attraction to other women and her family's dire poverty as she learns to trust herself and live in an America torn by social and political unrest. Reprint. 10,000 first printing.",0.164,0.711,0.125,-0.25,1
583,0679801146,Alanna,"Eleven-year-old Alanna, who aspires to be a knight even though she is a girl, disguises herself as a boy to become a royal page, learning many hard lessons along her path to high adventure.",0.104,0.826,0.07,-0.0258,1
584,0060006048,Circle of Three #12: Written in the Stars,"Ever moving, ever changing, stars and planets come and go. Those who watch their movements say, ""As is above, so is below."" Astrology -- the study of the stars -- is said to reveal the truths of the universe. Cooper, Kate, and Annie find this to be alarmingly true, and their progress on the Wiccan path is nearly undone by what the stars tell them.",0.049,0.836,0.115,0.5859,1
585,0312906552,The Space Merchants,"Mitchell Courtenay, an advertising copywriter of the future is assigned to sway public support for the American colonization of Venus",0.0,0.876,0.124,0.4019,1
586,0440117291,Dreamsnake,"A woman named Snake, a healer, travels among the diverse clans of a future world and seeks the secret of the off-world creature, the dreamsnake, which she needs to effect her cures",0.0,1.0,0.0,0.0,2
